CIK,Name,Form,Filing date,Filing year,Filing quarter,URL of form,public float 1,public float 2,extract,point of public float,position of something...,checkbox extract,LAF,AF,NAF,SRC,LAF2,AF2,NAF2,SRC2,Filing status,FYenddate,FY year,"Filer status, alternate","Accelerated filer status, pre-2005",Filing status 2
1105064,"IVOICE, INC /NJ",10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/1105064/0001185185-09-000328.txt,515350.0,515350.0,"held by non-affiliates as of June 30, 2008 based upon the average bid and ask prices on that date was $515,350. As of April 13, 2009, the Registrant had no shares of Class B, no par value per share, common stock outstanding. Transitional Small Business Disclosure Format (Check one): Yes r No x Table of Contents Table of Contents Page PART I Item 1. Description of business 3 Item 2. Description of ",4071,0,,,,,,,,,,,"december 31, 2008 r ",2008,,,,
1424280,IVT SOFTWARE INC,10-K,2009-06-17,2009,2,http://www.sec.gov/Archives/edgar/data/1424280/0001424280-09-000012.txt,42575.0,42575.0,"held by non-affiliates was $42,575 As of May 12, 2009, the Registrant had outstanding 13,419,167 shares of Common Stock with a par value of $0.001 per share. 1 IVT SOFTWARE, INC. INDEX PAGE NO",3694,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer,"" ""accelerated filer,"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"april 30, 2009",2009,,,,smaller reporting company
945699,IXYS CORP /DE/,10-K,2009-06-12,2009,2,http://www.sec.gov/Archives/edgar/data/945699/0000950123-09-013643.txt,211479016.0,211479016.0,"held by non-affiliates of the registrant, computed by reference to the last sale price on the NASDAQ Global Market on September 30, 2008, was approximately $211,479,016. For purpose of this calculation, shares held or controlled by directors and executive officers have been excluded because they may be deemed to be affiliates. This determination is used for convenience and is not conclusive for an",4512,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer þ non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer þ ,non-accelerated filer o ,smaller reporting company o,o,þ,o,o,Accelerated filer,"march 31, 2009",2009,,,,accelerated filer
1402225,Ideation Acquisition Corp.,10-K/A,2009-06-26,2009,2,http://www.sec.gov/Archives/edgar/data/1402225/0000950123-09-018066.txt,not given,blank largest val,none,-1,265,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company þ",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company þ,o,o,o,þ,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1413579,ImmunoBiotics Inc,10-K,2009-04-10,2009,2,http://www.sec.gov/Archives/edgar/data/1413579/0001213900-09-000836.txt,7433116.0,7433116.0,"held by non-affiliates of the registrant as of June 30, 2008 , was approximately $7,433,116 , based on $1.05, the price at which the registrants common stock was last sold on that date. As of March 1, 2009, the issuer had 15,460,000 shares of common stock outstanding. D",3921,265,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1368286,"Impact Medical Solutions, Inc.",10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/1368286/0001144204-09-020742.txt,12408849.0,12408849.0,"held by non-affiliates computed by reference to the price at which the common equity was sold, or the average bid and asked price of such common equity, as a specified date within the past 60 days: $12,408,849 based on a sales price of $0.75 per share on June 30, 2008. As of April 14, 2009 there were 20,718,466 shares of the registrants Common Stock outstanding. D",4190,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see the definitions of “large accelerated filer”, “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act (check one): large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company x",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company x,o,o,o,x,Smaller reporting company," december 31, 2008 ",2008,,,,smaller reporting company
1368286,"Impact Medical Solutions, Inc.",10-K/A,2009-05-07,2009,2,http://www.sec.gov/Archives/edgar/data/1368286/0001144204-09-024719.txt,2503587.0,2503587.0,"held by non-affiliates computed by reference to the price at which the common equity was last sold, or the average bid and asked price of such common equity, as of the last business day of the registrants most recently completed second fiscal quarter. State the aggregate market value of the voting and non-voting common equity held by non-affiliates computed by reference to the price at which the c",4608,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer,” ""non-accelerated filer"" and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company x",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company x,¨,¨,¨,x,Smaller reporting company," december 31, 2008 ",2008,,,,smaller reporting company
1413599,Impala Mineral Exploration Corp.,10-K,2009-04-15,2009,2,http://www.sec.gov/Archives/edgar/data/1413599/0001183740-09-000176.txt,9302500.0,9302500.0,"held by non-affiliates computed by reference to the price at which the common equity was last sold, as of July 16, 2008 (the first date the Company's shares were traded) approximately $9,302,500. The registrant had 74,210,010 shares of common stock outstanding as of April 13, 2009. __________ FORWARD LOOKING STATEMENTS This annual report contains forward-looking statements that involve risks and u",3904,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer"", ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. large accelerated filer £ non-accelerated filer £ accelerated filer £ smaller reporting company s",large accelerated filer £ ,accelerated filer £ ,non-accelerated filer £ ,smaller reporting company s,£,£,£,s,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
1359272,"Imperali, Inc.",10-K/A,2009-05-01,2009,2,http://www.sec.gov/Archives/edgar/data/1359272/0001144204-09-023653.txt,not given,blank largest val,none,-1,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company x",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company x,¨,¨,¨,x,Smaller reporting company,"august 31, 2008 (amended may 1, 2009) ",2008,,,,smaller reporting company
1435394,"Imperial Resources, Inc.",10-K,2009-06-30,2009,2,http://www.sec.gov/Archives/edgar/data/1435394/0001435394-09-000007.txt,not given,none,"held by non-affiliates computed by reference to the price at which the common equity was last sold, or the average bid and asked price of such common equity, as of the last business day of the registrants most recent completed second fiscal quarter. -1- APPLICABLE ONLY TO ISSUERS INVOLVED IN BANKRUPTCY PROCEEDINGS DURING THE PROCEDING FIVE YEARS Indicate by check mark whether the registrant has fi",3865,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definition of “large accelerated filer”, “accelerated filer” and “smaller reporting company” rule 12b-2 of the exchange act. large accelerated filer [ ] accelerated filer [ ] non-accelerated filer [ ] smaller reporting company [x]",large accelerated filer [ ] ,accelerated filer [ ] ,non-accelerated filer [ ] ,smaller reporting company [x],,,,x,Smaller reporting company,"march 31, 2009 ( ) ",2009,,,,smaller reporting company
1423325,"Incoming,Inc.",10-K/A,2009-04-06,2009,2,http://www.sec.gov/Archives/edgar/data/1423325/0001423325-09-000011.txt,error converting to float,0.001,"held by non-affiliates computed by reference to the price at which the common equity was last sold, or the average bid and asked price of such common equity, as of the last business day of the registrant's most recently completed second fiscal quarter: The aggregate market value of the Company's common shares of voting stock held by non-affiliates of the Company at November 30, 2008, was $Nil. Ind",3972,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer,"" ""accelerated filer,"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. large accelerated filer [ ] accelerated filer [ ] non-accelerated filer [ ] smaller reporting company [x]",large accelerated filer [ ] ,accelerated filer [ ] ,non-accelerated filer [ ] ,smaller reporting company [x],,,,x,Smaller reporting company,"november 30, 2008",2008,,,,smaller reporting company
